Date,Event,Opponent,Map,Result,W/L,Group,Team
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,SAW,Ancient,13 - 2,W,europa_1,Natus Vincere
19/11/24,Perfect World Shanghai Major 2024 Europe RMR A,SAW,Nuke,13 - 10,W,europa_1,Natus Vincere
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,MOUZ,Inferno,7 - 13,L,europa_1,Natus Vincere
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,MOUZ,Dust2,8 - 13,L,europa_1,Natus Vincere
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,MOUZ,Mirage,13 - 4,W,europa_1,Natus Vincere
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,SINNERS,Inferno,13 - 5,W,europa_1,Natus Vincere
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,fnatic,Inferno,13 - 9,W,europa_1,Natus Vincere
31/10/24,BLAST Premier World Final 2024,FaZe,Ancient,6 - 13,L,europa_1,Natus Vincere
31/10/24,BLAST Premier World Final 2024,FaZe,Mirage,8 - 13,L,europa_1,Natus Vincere
31/10/24,BLAST Premier World Final 2024,FaZe,Inferno,13 - 6,W,europa_1,Natus Vincere
30/10/24,BLAST Premier World Final 2024,Astralis,Mirage,6 - 13,L,europa_1,Natus Vincere
30/10/24,BLAST Premier World Final 2024,Astralis,Nuke,6 - 13,L,europa_1,Natus Vincere
13/10/24,IEM Rio 2024,MOUZ,Ancient,13 - 11,W,europa_1,Natus Vincere
13/10/24,IEM Rio 2024,MOUZ,Mirage,6 - 13,L,europa_1,Natus Vincere
13/10/24,IEM Rio 2024,MOUZ,Dust2,13 - 2,W,europa_1,Natus Vincere
13/10/24,IEM Rio 2024,MOUZ,Inferno,13 - 11,W,europa_1,Natus Vincere
12/10/24,IEM Rio 2024,HEROIC,Mirage,13 - 6,W,europa_1,Natus Vincere
12/10/24,IEM Rio 2024,HEROIC,Dust2,16 - 14,W,europa_1,Natus Vincere
12/10/24,IEM Rio 2024,HEROIC,Ancient,9 - 13,L,europa_1,Natus Vincere
11/10/24,IEM Rio 2024,Virtus.pro,Ancient,13 - 11,W,europa_1,Natus Vincere
11/10/24,IEM Rio 2024,Virtus.pro,Inferno,13 - 4,W,europa_1,Natus Vincere
09/10/24,IEM Rio 2024,FURIA,Mirage,4 - 13,L,europa_1,Natus Vincere
09/10/24,IEM Rio 2024,FURIA,Nuke,10 - 13,L,europa_1,Natus Vincere
07/10/24,IEM Rio 2024,Liquid,Ancient,13 - 11,W,europa_1,Natus Vincere
07/10/24,IEM Rio 2024,Liquid,Dust2,13 - 5,W,europa_1,Natus Vincere
07/10/24,IEM Rio 2024,Liquid,Inferno,4 - 13,L,europa_1,Natus Vincere
07/10/24,IEM Rio 2024,Imperial,Nuke,13 - 2,W,europa_1,Natus Vincere
29/09/24,BLAST Premier Fall Final 2024,G2,Inferno,7 - 13,L,europa_1,Natus Vincere
29/09/24,BLAST Premier Fall Final 2024,G2,Mirage,13 - 11,W,europa_1,Natus Vincere
29/09/24,BLAST Premier Fall Final 2024,G2,Dust2,11 - 13,L,europa_1,Natus Vincere
29/09/24,BLAST Premier Fall Final 2024,G2,Ancient,9 - 13,L,europa_1,Natus Vincere
28/09/24,BLAST Premier Fall Final 2024,FaZe,Anubis,13 - 2,W,europa_1,Natus Vincere
28/09/24,BLAST Premier Fall Final 2024,FaZe,Ancient,13 - 11,W,europa_1,Natus Vincere
28/09/24,BLAST Premier Fall Final 2024,FaZe,Inferno,10 - 13,L,europa_1,Natus Vincere
26/09/24,BLAST Premier Fall Final 2024,G2,Ancient,13 - 9,W,europa_1,Natus Vincere
26/09/24,BLAST Premier Fall Final 2024,G2,Dust2,13 - 9,W,europa_1,Natus Vincere
25/09/24,BLAST Premier Fall Final 2024,Falcons,Ancient,13 - 10,W,europa_1,Natus Vincere
25/09/24,BLAST Premier Fall Final 2024,Falcons,Anubis,13 - 5,W,europa_1,Natus Vincere
22/09/24,ESL Pro League Season 20,Eternal Fire,Dust2,13 - 10,W,europa_1,Natus Vincere
22/09/24,ESL Pro League Season 20,Eternal Fire,Inferno,4 - 13,L,europa_1,Natus Vincere
22/09/24,ESL Pro League Season 20,Eternal Fire,Ancient,13 - 11,W,europa_1,Natus Vincere
22/09/24,ESL Pro League Season 20,Eternal Fire,Anubis,13 - 11,W,europa_1,Natus Vincere
22/09/24,ESL Pro League Season 20,Eternal Fire,Nuke,8 - 13,L,europa_1,Natus Vincere
21/09/24,ESL Pro League Season 20,G2,Ancient,13 - 6,W,europa_1,Natus Vincere
21/09/24,ESL Pro League Season 20,G2,Nuke,11 - 13,L,europa_1,Natus Vincere
21/09/24,ESL Pro League Season 20,G2,Inferno,13 - 8,W,europa_1,Natus Vincere
20/09/24,ESL Pro League Season 20,Spirit,Mirage,13 - 9,W,europa_1,Natus Vincere
20/09/24,ESL Pro League Season 20,Spirit,Dust2,13 - 5,W,europa_1,Natus Vincere
07/09/24,ESL Pro League Season 20,Eternal Fire,Mirage,13 - 5,W,europa_1,Natus Vincere
07/09/24,ESL Pro League Season 20,Eternal Fire,Anubis,22 - 20,W,europa_1,Natus Vincere
04/09/24,ESL Pro League Season 20,Ninjas in Pyjamas,Dust2,13 - 9,W,europa_1,Natus Vincere
04/09/24,ESL Pro League Season 20,Ninjas in Pyjamas,Ancient,13 - 6,W,europa_1,Natus Vincere
03/09/24,ESL Pro League Season 20,Lynn Vision,Ancient,13 - 4,W,europa_1,Natus Vincere
03/09/24,ESL Pro League Season 20,Lynn Vision,Dust2,16 - 14,W,europa_1,Natus Vincere
18/08/24,IEM Cologne 2024,Vitality,Inferno,9 - 13,L,europa_1,Natus Vincere
18/08/24,IEM Cologne 2024,Vitality,Mirage,20 - 22,L,europa_1,Natus Vincere
18/08/24,IEM Cologne 2024,Vitality,Dust2,13 - 10,W,europa_1,Natus Vincere
18/08/24,IEM Cologne 2024,Vitality,Nuke,14 - 16,L,europa_1,Natus Vincere
17/08/24,IEM Cologne 2024,MOUZ,Mirage,13 - 11,W,europa_1,Natus Vincere
17/08/24,IEM Cologne 2024,MOUZ,Inferno,16 - 14,W,europa_1,Natus Vincere
13/08/24,IEM Cologne 2024,SAW,Inferno,13 - 6,W,europa_1,Natus Vincere
13/08/24,IEM Cologne 2024,SAW,Ancient,13 - 2,W,europa_1,Natus Vincere
13/08/24,IEM Cologne 2024,SAW,Nuke,9 - 13,L,europa_1,Natus Vincere
11/08/24,IEM Cologne 2024,Astralis,Mirage,13 - 7,W,europa_1,Natus Vincere
11/08/24,IEM Cologne 2024,Astralis,Ancient,13 - 4,W,europa_1,Natus Vincere
10/08/24,IEM Cologne 2024,paiN,Mirage,13 - 4,W,europa_1,Natus Vincere
10/08/24,IEM Cologne 2024,paiN,Anubis,13 - 4,W,europa_1,Natus Vincere
04/08/24,BLAST Premier Fall Groups 2024,Complexity,Nuke,13 - 6,W,europa_1,Natus Vincere
04/08/24,BLAST Premier Fall Groups 2024,Complexity,Anubis,13 - 11,W,europa_1,Natus Vincere
03/08/24,BLAST Premier Fall Groups 2024,Liquid,Inferno,10 - 13,L,europa_1,Natus Vincere
03/08/24,BLAST Premier Fall Groups 2024,Liquid,Anubis,14 - 16,L,europa_1,Natus Vincere
03/08/24,BLAST Premier Fall Groups 2024,Liquid,Nuke,13 - 9,W,europa_1,Natus Vincere
02/08/24,BLAST Premier Fall Groups 2024,BIG,Mirage,13 - 3,W,europa_1,Natus Vincere
02/08/24,BLAST Premier Fall Groups 2024,BIG,Dust2,13 - 7,W,europa_1,Natus Vincere
01/08/24,BLAST Premier Fall Groups 2024,Liquid,Inferno,11 - 13,L,europa_1,Natus Vincere
01/08/24,BLAST Premier Fall Groups 2024,Liquid,Mirage,13 - 2,W,europa_1,Natus Vincere
01/08/24,BLAST Premier Fall Groups 2024,Liquid,Anubis,11 - 13,L,europa_1,Natus Vincere
31/07/24,BLAST Premier Fall Groups 2024,BIG,Mirage,13 - 3,W,europa_1,Natus Vincere
31/07/24,BLAST Premier Fall Groups 2024,BIG,Dust2,13 - 7,W,europa_1,Natus Vincere
21/07/24,Esports World Cup 2024,G2,Inferno,13 - 6,W,europa_1,Natus Vincere
21/07/24,Esports World Cup 2024,G2,Nuke,13 - 6,W,europa_1,Natus Vincere
21/07/24,Esports World Cup 2024,G2,Ancient,14 - 16,L,europa_1,Natus Vincere
20/07/24,Esports World Cup 2024,MOUZ,Mirage,13 - 5,W,europa_1,Natus Vincere
20/07/24,Esports World Cup 2024,MOUZ,Nuke,13 - 8,W,europa_1,Natus Vincere
20/07/24,Esports World Cup 2024,MOUZ,Dust2,1 - 13,L,europa_1,Natus Vincere
19/07/24,Esports World Cup 2024,FaZe,Nuke,16 - 12,W,europa_1,Natus Vincere
19/07/24,Esports World Cup 2024,FaZe,Mirage,13 - 10,W,europa_1,Natus Vincere
17/07/24,Esports World Cup 2024,FURIA,Mirage,13 - 5,W,europa_1,Natus Vincere
17/07/24,Esports World Cup 2024,FURIA,Nuke,13 - 11,W,europa_1,Natus Vincere
16/06/24,BLAST Premier Spring Final 2024,Spirit,Nuke,6 - 13,L,europa_1,Natus Vincere
16/06/24,BLAST Premier Spring Final 2024,Spirit,Mirage,13 - 4,W,europa_1,Natus Vincere
16/06/24,BLAST Premier Spring Final 2024,Spirit,Dust2,9 - 13,L,europa_1,Natus Vincere
16/06/24,BLAST Premier Spring Final 2024,Spirit,Ancient,9 - 13,L,europa_1,Natus Vincere
15/06/24,BLAST Premier Spring Final 2024,Virtus.pro,Mirage,13 - 9,W,europa_1,Natus Vincere
15/06/24,BLAST Premier Spring Final 2024,Virtus.pro,Anubis,13 - 5,W,europa_1,Natus Vincere
13/06/24,BLAST Premier Spring Final 2024,FaZe,Mirage,13 - 10,W,europa_1,Natus Vincere
13/06/24,BLAST Premier Spring Final 2024,FaZe,Nuke,9 - 13,L,europa_1,Natus Vincere
13/06/24,BLAST Premier Spring Final 2024,FaZe,Dust2,13 - 5,W,europa_1,Natus Vincere
12/06/24,BLAST Premier Spring Final 2024,Astralis,Dust2,13 - 9,W,europa_1,Natus Vincere
12/06/24,BLAST Premier Spring Final 2024,Astralis,Nuke,13 - 11,W,europa_1,Natus Vincere
29/05/24,IEM Dallas 2024,HEROIC,Mirage,9 - 13,L,europa_1,Natus Vincere
29/05/24,IEM Dallas 2024,HEROIC,Nuke,8 - 13,L,europa_1,Natus Vincere
28/05/24,IEM Dallas 2024,Spirit,Nuke,8 - 13,L,europa_1,Natus Vincere
28/05/24,IEM Dallas 2024,Spirit,Ancient,4 - 13,L,europa_1,Natus Vincere
27/05/24,IEM Dallas 2024,BIG,Ancient,13 - 9,W,europa_1,Natus Vincere
08/05/24,ESL Pro League Season 19,FaZe,Mirage,14 - 16,L,europa_1,Natus Vincere
08/05/24,ESL Pro League Season 19,FaZe,Nuke,5 - 13,L,europa_1,Natus Vincere
05/05/24,ESL Pro League Season 19,Complexity,Nuke,8 - 13,L,europa_1,Natus Vincere
05/05/24,ESL Pro League Season 19,Complexity,Anubis,9 - 13,L,europa_1,Natus Vincere
05/05/24,ESL Pro League Season 19,Complexity,Ancient,13 - 8,W,europa_1,Natus Vincere
02/05/24,ESL Pro League Season 19,BIG,Ancient,13 - 7,W,europa_1,Natus Vincere
02/05/24,ESL Pro League Season 19,BIG,Nuke,13 - 3,W,europa_1,Natus Vincere
02/05/24,ESL Pro League Season 19,BIG,Anubis,9 - 13,L,europa_1,Natus Vincere
01/05/24,ESL Pro League Season 19,FlyQuest,Mirage,13 - 6,W,europa_1,Natus Vincere
01/05/24,ESL Pro League Season 19,FlyQuest,Ancient,13 - 5,W,europa_1,Natus Vincere
31/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Inferno,13 - 3,W,europa_1,Natus Vincere
31/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Mirage,2 - 13,L,europa_1,Natus Vincere
31/03/24,PGL CS2 Major Copenhagen 2024,FaZe,Ancient,13 - 9,W,europa_1,Natus Vincere
30/03/24,PGL CS2 Major Copenhagen 2024,G2,Ancient,13 - 11,W,europa_1,Natus Vincere
30/03/24,PGL CS2 Major Copenhagen 2024,G2,Nuke,7 - 13,L,europa_1,Natus Vincere
30/03/24,PGL CS2 Major Copenhagen 2024,G2,Anubis,16 - 13,W,europa_1,Natus Vincere
29/03/24,PGL CS2 Major Copenhagen 2024,Eternal Fire,Inferno,13 - 9,W,europa_1,Natus Vincere
29/03/24,PGL CS2 Major Copenhagen 2024,Eternal Fire,Mirage,16 - 13,W,europa_1,Natus Vincere
24/03/24,PGL CS2 Major Copenhagen 2024,paiN,Mirage,13 - 9,W,europa_1,Natus Vincere
24/03/24,PGL CS2 Major Copenhagen 2024,paiN,Nuke,13 - 10,W,europa_1,Natus Vincere
23/03/24,PGL CS2 Major Copenhagen 2024,Cloud9,Overpass,2 - 13,L,europa_1,Natus Vincere
23/03/24,PGL CS2 Major Copenhagen 2024,Cloud9,Ancient,6 - 13,L,europa_1,Natus Vincere
23/03/24,PGL CS2 Major Copenhagen 2024,Cloud9,Mirage,16 - 14,W,europa_1,Natus Vincere
22/03/24,PGL CS2 Major Copenhagen 2024,Spirit,Mirage,7 - 13,L,europa_1,Natus Vincere
22/03/24,PGL CS2 Major Copenhagen 2024,Spirit,Ancient,9 - 13,L,europa_1,Natus Vincere
22/03/24,PGL CS2 Major Copenhagen 2024,Spirit,Nuke,16 - 13,W,europa_1,Natus Vincere
21/03/24,PGL CS2 Major Copenhagen 2024,G2,Nuke,13 - 11,W,europa_1,Natus Vincere
21/03/24,PGL CS2 Major Copenhagen 2024,The MongolZ,Mirage,13 - 10,W,europa_1,Natus Vincere
16/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,BetBoom,Nuke,13 - 7,W,europa_1,Natus Vincere
16/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,BetBoom,Anubis,8 - 13,L,europa_1,Natus Vincere
16/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,BetBoom,Overpass,13 - 4,W,europa_1,Natus Vincere
15/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,Virtus.pro,Anubis,9 - 13,L,europa_1,Natus Vincere
15/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,Virtus.pro,Ancient,9 - 13,L,europa_1,Natus Vincere
14/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,Enterprise,Mirage,13 - 6,W,europa_1,Natus Vincere
14/02/24,PGL CS2 Major Copenhagen 2024 Europe RMR A,KOI,Ancient,13 - 8,W,europa_1,Natus Vincere
06/02/24,IEM Katowice 2024,Falcons,Mirage,4 - 13,L,europa_1,Natus Vincere
06/02/24,IEM Katowice 2024,Falcons,Ancient,11 - 13,L,europa_1,Natus Vincere
05/02/24,IEM Katowice 2024,Eternal Fire,Anubis,13 - 5,W,europa_1,Natus Vincere
05/02/24,IEM Katowice 2024,Eternal Fire,Mirage,13 - 8,W,europa_1,Natus Vincere
05/02/24,IEM Katowice 2024,Eternal Fire,Nuke,11 - 13,L,europa_1,Natus Vincere
04/02/24,IEM Katowice 2024,Apeks,Mirage,13 - 8,W,europa_1,Natus Vincere
04/02/24,IEM Katowice 2024,Apeks,Anubis,11 - 13,L,europa_1,Natus Vincere
04/02/24,IEM Katowice 2024,Apeks,Ancient,13 - 11,W,europa_1,Natus Vincere
03/02/24,IEM Katowice 2024,Spirit,Mirage,4 - 13,L,europa_1,Natus Vincere
03/02/24,IEM Katowice 2024,Spirit,Anubis,13 - 11,W,europa_1,Natus Vincere
03/02/24,IEM Katowice 2024,Spirit,Ancient,7 - 13,L,europa_1,Natus Vincere
27/01/24,BLAST Premier Spring Groups 2024,G2,Mirage,13 - 5,W,europa_1,Natus Vincere
27/01/24,BLAST Premier Spring Groups 2024,G2,Inferno,13 - 9,W,europa_1,Natus Vincere
23/01/24,BLAST Premier Spring Groups 2024,G2,Anubis,13 - 9,W,europa_1,Natus Vincere
23/01/24,BLAST Premier Spring Groups 2024,G2,Inferno,10 - 13,L,europa_1,Natus Vincere
23/01/24,BLAST Premier Spring Groups 2024,G2,Overpass,16 - 12,W,europa_1,Natus Vincere
22/01/24,BLAST Premier Spring Groups 2024,Complexity,Anubis,13 - 8,W,europa_1,Natus Vincere
22/01/24,BLAST Premier Spring Groups 2024,Complexity,Overpass,16 - 14,W,europa_1,Natus Vincere
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,Virtus.pro,Anubis,16 - 12,W,europa_1,Natus Vincere
19/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,Virtus.pro,Overpass,19 - 16,W,europa_1,Natus Vincere
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,9 Pandas,Anubis,13 - 6,W,europa_1,Natus Vincere
18/01/24,PGL CS2 Major Copenhagen 2024 Europe RMR Closed Qualifier A,ECSTATIC,Inferno,13 - 6,W,europa_1,Natus Vincere
16/12/23,BLAST Premier World Final 2023,Vitality,Inferno,9 - 13,L,europa_1,Natus Vincere
16/12/23,BLAST Premier World Final 2023,Vitality,Anubis,5 - 13,L,europa_1,Natus Vincere
15/12/23,BLAST Premier World Final 2023,G2,Nuke,13 - 6,W,europa_1,Natus Vincere
15/12/23,BLAST Premier World Final 2023,G2,Inferno,13 - 11,W,europa_1,Natus Vincere
15/12/23,BLAST Premier World Final 2023,G2,Anubis,13 - 16,L,europa_1,Natus Vincere
14/12/23,BLAST Premier World Final 2023,ENCE,Nuke,13 - 11,W,europa_1,Natus Vincere
14/12/23,BLAST Premier World Final 2023,ENCE,Ancient,11 - 13,L,europa_1,Natus Vincere
14/12/23,BLAST Premier World Final 2023,ENCE,Anubis,13 - 4,W,europa_1,Natus Vincere
13/12/23,BLAST Premier World Final 2023,Vitality,Overpass,6 - 13,L,europa_1,Natus Vincere
13/12/23,BLAST Premier World Final 2023,Vitality,Anubis,8 - 13,L,europa_1,Natus Vincere
24/11/23,BLAST Premier Fall Final 2023,Complexity,Nuke,10 - 13,L,europa_1,Natus Vincere
24/11/23,BLAST Premier Fall Final 2023,Complexity,Overpass,6 - 13,L,europa_1,Natus Vincere
24/11/23,BLAST Premier Fall Final 2023,Complexity,Anubis,13 - 10,W,europa_1,Natus Vincere
23/11/23,BLAST Premier Fall Final 2023,Ninjas in Pyjamas,Mirage,13 - 6,W,europa_1,Natus Vincere
23/11/23,BLAST Premier Fall Final 2023,Ninjas in Pyjamas,Overpass,13 - 11,W,europa_1,Natus Vincere
22/11/23,BLAST Premier Fall Final 2023,Cloud9,Inferno,9 - 13,L,europa_1,Natus Vincere
22/11/23,BLAST Premier Fall Final 2023,Cloud9,Ancient,13 - 9,W,europa_1,Natus Vincere
22/11/23,BLAST Premier Fall Final 2023,Cloud9,Anubis,11 - 13,L,europa_1,Natus Vincere
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,FaZe,Dust2,13 - 11,W,europa_1,Vitality
18/11/24,Perfect World Shanghai Major 2024 Europe RMR A,FaZe,Mirage,13 - 5,W,europa_1,Vitality
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,BetBoom,Nuke,13 - 3,W,europa_1,Vitality
17/11/24,Perfect World Shanghai Major 2024 Europe RMR A,GamerLegion,Inferno,13 - 8,W,europa_1,Vitality
02/11/24,BLAST Premier World Final 2024,G2,Mirage,8 - 13,L,europa_1,Vitality
02/11/24,BLAST Premier World Final 2024,G2,Inferno,13 - 7,W,europa_1,Vitality
02/11/24,BLAST Premier World Final 2024,G2,Dust2,10 - 13,L,europa_1,Vitality
01/11/24,BLAST Premier World Final 2024,MOUZ,Mirage,13 - 6,W,europa_1,Vitality
01/11/24,BLAST Premier World Final 2024,MOUZ,Dust2,13 - 6,W,europa_1,Vitality
31/10/24,BLAST Premier World Final 2024,Liquid,Nuke,13 - 11,W,europa_1,Vitality
31/10/24,BLAST Premier World Final 2024,Liquid,Dust2,13 - 3,W,europa_1,Vitality
31/10/24,BLAST Premier World Final 2024,Liquid,Anubis,10 - 13,L,europa_1,Vitality
30/10/24,BLAST Premier World Final 2024,Spirit,Mirage,11 - 13,L,europa_1,Vitality
30/10/24,BLAST Premier World Final 2024,Spirit,Anubis,9 - 13,L,europa_1,Vitality
11/10/24,IEM Rio 2024,MOUZ,Inferno,10 - 13,L,europa_1,Vitality
11/10/24,IEM Rio 2024,MOUZ,Nuke,11 - 13,L,europa_1,Vitality
11/10/24,IEM Rio 2024,MOUZ,Mirage,13 - 7,W,europa_1,Vitality
09/10/24,IEM Rio 2024,HEROIC,Anubis,5 - 13,L,europa_1,Vitality
09/10/24,IEM Rio 2024,HEROIC,Mirage,11 - 13,L,europa_1,Vitality
08/10/24,IEM Rio 2024,The MongolZ,Nuke,13 - 8,W,europa_1,Vitality
08/10/24,IEM Rio 2024,The MongolZ,Inferno,19 - 17,W,europa_1,Vitality
07/10/24,IEM Rio 2024,9z,Mirage,13 - 3,W,europa_1,Vitality
28/09/24,BLAST Premier Fall Final 2024,G2,Mirage,14 - 16,L,europa_1,Vitality
28/09/24,BLAST Premier Fall Final 2024,G2,Dust2,7 - 13,L,europa_1,Vitality
28/09/24,BLAST Premier Fall Final 2024,G2,Anubis,13 - 9,W,europa_1,Vitality
26/09/24,BLAST Premier Fall Final 2024,Liquid,Nuke,13 - 11,W,europa_1,Vitality
26/09/24,BLAST Premier Fall Final 2024,Liquid,Anubis,16 - 12,W,europa_1,Vitality
25/09/24,BLAST Premier Fall Final 2024,Astralis,Dust2,13 - 4,W,europa_1,Vitality
25/09/24,BLAST Premier Fall Final 2024,Astralis,Inferno,13 - 0,W,europa_1,Vitality
19/09/24,ESL Pro League Season 20,Eternal Fire,Inferno,20 - 22,L,europa_1,Vitality
19/09/24,ESL Pro League Season 20,Eternal Fire,Nuke,13 - 5,W,europa_1,Vitality
19/09/24,ESL Pro League Season 20,Eternal Fire,Anubis,14 - 16,L,europa_1,Vitality
15/09/24,ESL Pro League Season 20,Liquid,Dust2,13 - 9,W,europa_1,Vitality
15/09/24,ESL Pro League Season 20,Liquid,Nuke,13 - 5,W,europa_1,Vitality
15/09/24,ESL Pro League Season 20,Liquid,Anubis,10 - 13,L,europa_1,Vitality
12/09/24,ESL Pro League Season 20,FURIA,Dust2,13 - 3,W,europa_1,Vitality
12/09/24,ESL Pro League Season 20,FURIA,Vertigo,13 - 7,W,europa_1,Vitality
11/09/24,ESL Pro League Season 20,ATOX,Nuke,13 - 7,W,europa_1,Vitality
11/09/24,ESL Pro League Season 20,ATOX,Inferno,13 - 11,W,europa_1,Vitality
18/08/24,IEM Cologne 2024,Natus Vincere,Inferno,13 - 9,W,europa_1,Vitality
18/08/24,IEM Cologne 2024,Natus Vincere,Mirage,22 - 20,W,europa_1,Vitality
18/08/24,IEM Cologne 2024,Natus Vincere,Dust2,10 - 13,L,europa_1,Vitality
18/08/24,IEM Cologne 2024,Natus Vincere,Nuke,16 - 14,W,europa_1,Vitality
17/08/24,IEM Cologne 2024,SAW,Dust2,13 - 5,W,europa_1,Vitality
17/08/24,IEM Cologne 2024,SAW,Nuke,13 - 6,W,europa_1,Vitality
13/08/24,IEM Cologne 2024,MOUZ,Vertigo,16 - 13,W,europa_1,Vitality
13/08/24,IEM Cologne 2024,MOUZ,Dust2,13 - 6,W,europa_1,Vitality
12/08/24,IEM Cologne 2024,FaZe,Anubis,13 - 9,W,europa_1,Vitality
12/08/24,IEM Cologne 2024,FaZe,Dust2,16 - 12,W,europa_1,Vitality
12/08/24,IEM Cologne 2024,FaZe,Inferno,8 - 13,L,europa_1,Vitality
11/08/24,IEM Cologne 2024,FURIA,Mirage,13 - 2,W,europa_1,Vitality
11/08/24,IEM Cologne 2024,FURIA,Inferno,13 - 3,W,europa_1,Vitality
03/08/24,BLAST Premier Fall Groups 2024,Astralis,Nuke,13 - 7,W,europa_1,Vitality
03/08/24,BLAST Premier Fall Groups 2024,Astralis,Mirage,13 - 10,W,europa_1,Vitality
03/08/24,BLAST Premier Fall Groups 2024,Astralis,Vertigo,10 - 13,L,europa_1,Vitality
30/07/24,BLAST Premier Fall Groups 2024,Astralis,Dust2,13 - 11,W,europa_1,Vitality
30/07/24,BLAST Premier Fall Groups 2024,Astralis,Nuke,13 - 7,W,europa_1,Vitality
29/07/24,BLAST Premier Fall Groups 2024,GamerLegion,Dust2,13 - 5,W,europa_1,Vitality
29/07/24,BLAST Premier Fall Groups 2024,GamerLegion,Mirage,19 - 17,W,europa_1,Vitality
29/07/24,BLAST Premier Fall Groups 2024,GamerLegion,Anubis,10 - 13,L,europa_1,Vitality
19/07/24,Esports World Cup 2024,Virtus.pro,Dust2,5 - 13,L,europa_1,Vitality
19/07/24,Esports World Cup 2024,Virtus.pro,Inferno,7 - 13,L,europa_1,Vitality
19/07/24,Esports World Cup 2024,Virtus.pro,Mirage,22 - 20,W,europa_1,Vitality
17/07/24,Esports World Cup 2024,M80,Dust2,13 - 5,W,europa_1,Vitality
17/07/24,Esports World Cup 2024,M80,Vertigo,13 - 11,W,europa_1,Vitality
15/06/24,BLAST Premier Spring Final 2024,Spirit,Anubis,9 - 13,L,europa_1,Vitality
15/06/24,BLAST Premier Spring Final 2024,Spirit,Dust2,9 - 13,L,europa_1,Vitality
15/06/24,BLAST Premier Spring Final 2024,Spirit,Mirage,13 - 11,W,europa_1,Vitality
14/06/24,BLAST Premier Spring Final 2024,FaZe,Mirage,13 - 6,W,europa_1,Vitality
14/06/24,BLAST Premier Spring Final 2024,FaZe,Dust2,13 - 10,W,europa_1,Vitality
14/06/24,BLAST Premier Spring Final 2024,FaZe,Inferno,4 - 13,L,europa_1,Vitality
13/06/24,BLAST Premier Spring Final 2024,G2,Mirage,13 - 5,W,europa_1,Vitality
13/06/24,BLAST Premier Spring Final 2024,G2,Anubis,9 - 13,L,europa_1,Vitality
13/06/24,BLAST Premier Spring Final 2024,G2,Inferno,13 - 4,W,europa_1,Vitality
12/06/24,BLAST Premier Spring Final 2024,Virtus.pro,Anubis,10 - 13,L,europa_1,Vitality
12/06/24,BLAST Premier Spring Final 2024,Virtus.pro,Dust2,11 - 13,L,europa_1,Vitality
12/06/24,BLAST Premier Spring Final 2024,Virtus.pro,Inferno,13 - 5,W,europa_1,Vitality
02/06/24,IEM Dallas 2024,G2,Nuke,8 - 13,L,europa_1,Vitality
02/06/24,IEM Dallas 2024,G2,Anubis,16 - 13,W,europa_1,Vitality
02/06/24,IEM Dallas 2024,G2,Inferno,16 - 19,L,europa_1,Vitality
01/06/24,IEM Dallas 2024,Spirit,Mirage,13 - 11,W,europa_1,Vitality
01/06/24,IEM Dallas 2024,Spirit,Dust2,13 - 6,W,europa_1,Vitality
31/05/24,IEM Dallas 2024,HEROIC,Dust2,13 - 2,W,europa_1,Vitality
31/05/24,IEM Dallas 2024,HEROIC,Nuke,13 - 8,W,europa_1,Vitality
29/05/24,IEM Dallas 2024,9z,Anubis,14 - 16,L,europa_1,Vitality
29/05/24,IEM Dallas 2024,9z,Dust2,9 - 13,L,europa_1,Vitality
27/05/24,IEM Dallas 2024,G2,Anubis,13 - 5,W,europa_1,Vitality
27/05/24,IEM Dallas 2024,G2,Dust2,13 - 6,W,europa_1,Vitality
27/05/24,IEM Dallas 2024,Monte,Nuke,16 - 12,W,europa_1,Vitality
12/05/24,ESL Pro League Season 19,MOUZ,Nuke,5 - 13,L,europa_1,Vitality
12/05/24,ESL Pro League Season 19,MOUZ,Mirage,8 - 13,L,europa_1,Vitality
12/05/24,ESL Pro League Season 19,MOUZ,Inferno,9 - 13,L,europa_1,Vitality
11/05/24,ESL Pro League Season 19,Astralis,Inferno,13 - 8,W,europa_1,Vitality
11/05/24,ESL Pro League Season 19,Astralis,Vertigo,16 - 13,W,europa_1,Vitality
