Date,Event,Opponent,Map,Result,W/L,Group,Team
18/03/24,PGL CS2 Major Copenhagen 2024 Opening Stage,KOI,Overpass,13 - 6,W,america_rmr,FURIA
17/03/24,PGL CS2 Major Copenhagen 2024 Opening Stage,Lynn Vision,Nuke,9 - 13,L,america_rmr,FURIA
17/03/24,PGL CS2 Major Copenhagen 2024 Opening Stage,Legacy,Ancient,13 - 16,L,america_rmr,FURIA
03/03/24,PGL CS2 Major Copenhagen 2024 Americas RMR,Complexity,Nuke,13 - 7,W,america_rmr,FURIA
03/03/24,PGL CS2 Major Copenhagen 2024 Americas RMR,Complexity,Vertigo,13 - 16,L,america_rmr,FURIA
03/03/24,PGL CS2 Major Copenhagen 2024 Americas RMR,Complexity,Overpass,13 - 10,W,america_rmr,FURIA
02/03/24,PGL CS2 Major Copenhagen 2024 Americas RMR,Liquid,Mirage,13 - 10,W,america_rmr,FURIA
01/03/24,PGL CS2 Major Copenhagen 2024 Americas RMR,Nouns,Inferno,13 - 9,W,america_rmr,FURIA
23/02/24,IEM Dallas 2024 South America Closed Qualifier,9z,Ancient,11 - 13,L,america_rmr,FURIA
23/02/24,IEM Dallas 2024 South America Closed Qualifier,9z,Mirage,8 - 13,L,america_rmr,FURIA
23/02/24,IEM Dallas 2024 South America Closed Qualifier,9z,Nuke,13 - 8,W,america_rmr,FURIA
22/02/24,IEM Dallas 2024 South America Closed Qualifier,9z,Mirage,13 - 6,W,america_rmr,FURIA
22/02/24,IEM Dallas 2024 South America Closed Qualifier,9z,Ancient,13 - 6,W,america_rmr,FURIA
22/02/24,IEM Dallas 2024 South America Closed Qualifier,Imperial,Vertigo,13 - 6,W,america_rmr,FURIA
22/02/24,IEM Dallas 2024 South America Closed Qualifier,Imperial,Nuke,13 - 7,W,america_rmr,FURIA
10/02/24,RES Western European Masters Spring 2024 - BLAST Premier Qualifier,Metizport,Mirage,5 - 13,L,america_rmr,FURIA
10/02/24,RES Western European Masters Spring 2024 - BLAST Premier Qualifier,ex-Anonymo,Nuke,13 - 10,W,america_rmr,FURIA
10/02/24,RES Western European Masters Spring 2024 - BLAST Premier Qualifier,Metizport,Ancient,5 - 13,L,america_rmr,FURIA
01/02/24,IEM Katowice 2024 Play-in,Apeks,Ancient,11 - 13,L,america_rmr,FURIA
01/02/24,IEM Katowice 2024 Play-in,Apeks,Mirage,13 - 10,W,america_rmr,FURIA
01/02/24,IEM Katowice 2024 Play-in,Apeks,Inferno,9 - 13,L,america_rmr,FURIA
31/01/24,IEM Katowice 2024 Play-in,The MongolZ,Mirage,14 - 16,L,america_rmr,FURIA
08/12/23,BetBoom Dacha 2023,Spirit,Mirage,8 - 13,L,america_rmr,FURIA
08/12/23,BetBoom Dacha 2023,Spirit,Ancient,12 - 16,L,america_rmr,FURIA
07/12/23,BetBoom Dacha 2023,Astralis,Nuke,13 - 5,W,america_rmr,FURIA
07/12/23,BetBoom Dacha 2023,Astralis,Mirage,19 - 17,W,america_rmr,FURIA
06/12/23,BetBoom Dacha 2023,Spirit,Mirage,8 - 13,L,america_rmr,FURIA
06/12/23,BetBoom Dacha 2023,Spirit,Nuke,9 - 13,L,america_rmr,FURIA
03/12/23,Elisa Masters Espoo 2023,Apeks,Mirage,13 - 9,W,america_rmr,FURIA
03/12/23,Elisa Masters Espoo 2023,Apeks,Vertigo,13 - 9,W,america_rmr,FURIA
03/12/23,Elisa Masters Espoo 2023,Apeks,Ancient,7 - 13,L,america_rmr,FURIA
03/12/23,Elisa Masters Espoo 2023,Apeks,Inferno,13 - 9,W,america_rmr,FURIA
02/12/23,Elisa Masters Espoo 2023,HAVU,Nuke,13 - 1,W,america_rmr,FURIA
02/12/23,Elisa Masters Espoo 2023,HAVU,Mirage,13 - 7,W,america_rmr,FURIA
01/12/23,Elisa Masters Espoo 2023,MOUZ,Ancient,13 - 7,W,america_rmr,FURIA
01/12/23,Elisa Masters Espoo 2023,MOUZ,Mirage,13 - 11,W,america_rmr,FURIA
30/11/23,Elisa Masters Espoo 2023,Apeks,Vertigo,3 - 13,L,america_rmr,FURIA
30/11/23,Elisa Masters Espoo 2023,Apeks,Inferno,7 - 13,L,america_rmr,FURIA
30/11/23,Elisa Masters Espoo 2023,Complexity,Ancient,13 - 8,W,america_rmr,FURIA
15/11/24,Perfect World Shanghai Major 2024 Americas RMR,FURIA,Dust2,10 - 13,L,america_rmr,9z
15/11/24,Perfect World Shanghai Major 2024 Americas RMR,FURIA,Anubis,8 - 13,L,america_rmr,9z
14/11/24,Perfect World Shanghai Major 2024 Americas RMR,paiN,Dust2,0 - 13,L,america_rmr,9z
14/11/24,Perfect World Shanghai Major 2024 Americas RMR,paiN,Mirage,11 - 13,L,america_rmr,9z
13/11/24,Perfect World Shanghai Major 2024 Americas RMR,Wildcard,Inferno,6 - 13,L,america_rmr,9z
13/11/24,Perfect World Shanghai Major 2024 Americas RMR,Wildcard,Nuke,14 - 16,L,america_rmr,9z
12/11/24,Perfect World Shanghai Major 2024 Americas RMR,Legacy,Ancient,13 - 3,W,america_rmr,9z
12/11/24,Perfect World Shanghai Major 2024 Americas RMR,RED Canids,Dust2,13 - 7,W,america_rmr,9z
22/10/24,Thunderpick World Championship 2024,Cloud9,Ancient,7 - 13,L,america_rmr,9z
22/10/24,Thunderpick World Championship 2024,Cloud9,Mirage,10 - 13,L,america_rmr,9z
22/10/24,Thunderpick World Championship 2024,fnatic,Dust2,10 - 13,L,america_rmr,9z
22/10/24,Thunderpick World Championship 2024,fnatic,Inferno,8 - 13,L,america_rmr,9z
22/10/24,Thunderpick World Championship 2024,fnatic,Ancient,13 - 4,W,america_rmr,9z
18/10/24,Elisa Masters Espoo 2024,ENCE,Mirage,9 - 13,L,america_rmr,9z
18/10/24,Elisa Masters Espoo 2024,ENCE,Ancient,6 - 13,L,america_rmr,9z
17/10/24,Elisa Masters Espoo 2024,Rebels,Ancient,13 - 6,W,america_rmr,9z
17/10/24,Elisa Masters Espoo 2024,Rebels,Nuke,13 - 10,W,america_rmr,9z
17/10/24,Elisa Masters Espoo 2024,ENCE,Ancient,6 - 13,L,america_rmr,9z
08/10/24,IEM Rio 2024,Virtus.pro,Mirage,2 - 13,L,america_rmr,9z
08/10/24,IEM Rio 2024,Virtus.pro,Inferno,11 - 13,L,america_rmr,9z
08/10/24,IEM Rio 2024,Virtus.pro,Ancient,13 - 6,W,america_rmr,9z
07/10/24,IEM Rio 2024,Vitality,Mirage,3 - 13,L,america_rmr,9z
28/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,SAW,Inferno,9 - 13,L,america_rmr,9z
28/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,SAW,Dust2,17 - 19,L,america_rmr,9z
28/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,Apogee,Nuke,13 - 8,W,america_rmr,9z
28/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,Apogee,Dust2,6 - 13,L,america_rmr,9z
28/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,Apogee,Ancient,13 - 5,W,america_rmr,9z
27/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,3DMAX,Dust2,13 - 16,L,america_rmr,9z
27/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,3DMAX,Inferno,16 - 19,L,america_rmr,9z
27/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,Alliance,Dust2,13 - 2,W,america_rmr,9z
27/09/24,ESL Challenger Katowice 2024 Europe Closed Qualifier,Alliance,Inferno,16 - 13,W,america_rmr,9z
07/09/24,ESL Pro League Season 20,The MongolZ,Ancient,10 - 13,L,america_rmr,9z
07/09/24,ESL Pro League Season 20,The MongolZ,Nuke,10 - 13,L,america_rmr,9z
06/09/24,ESL Pro League Season 20,3DMAX,Nuke,5 - 13,L,america_rmr,9z
06/09/24,ESL Pro League Season 20,3DMAX,Inferno,14 - 16,L,america_rmr,9z
05/09/24,ESL Pro League Season 20,Wildcard,Nuke,13 - 10,W,america_rmr,9z
05/09/24,ESL Pro League Season 20,Wildcard,Ancient,13 - 6,W,america_rmr,9z
03/09/24,ESL Pro League Season 20,MIBR,Nuke,10 - 13,L,america_rmr,9z
03/09/24,ESL Pro League Season 20,MIBR,Anubis,11 - 13,L,america_rmr,9z
26/08/24,BetBoom Dacha Belgrade Season 2 Play-in,Falcons,Mirage,1 - 13,L,america_rmr,9z
26/08/24,BetBoom Dacha Belgrade Season 2 Play-in,Falcons,Dust2,9 - 13,L,america_rmr,9z
25/08/24,BetBoom Dacha Belgrade Season 2 Play-in,paiN,Inferno,10 - 13,L,america_rmr,9z
25/08/24,BetBoom Dacha Belgrade Season 2 Play-in,paiN,Nuke,9 - 13,L,america_rmr,9z
24/08/24,BetBoom Dacha Belgrade Season 2 Play-in,Falcons,Nuke,13 - 10,W,america_rmr,9z
24/08/24,BetBoom Dacha Belgrade Season 2 Play-in,Falcons,Dust2,7 - 13,L,america_rmr,9z
24/08/24,BetBoom Dacha Belgrade Season 2 Play-in,Falcons,Mirage,13 - 5,W,america_rmr,9z
11/08/24,IEM Cologne 2024,paiN,Nuke,9 - 13,L,america_rmr,9z
11/08/24,IEM Cologne 2024,paiN,Dust2,8 - 13,L,america_rmr,9z
11/08/24,IEM Cologne 2024,paiN,Anubis,13 - 11,W,america_rmr,9z
10/08/24,IEM Cologne 2024,Astralis,Inferno,5 - 13,L,america_rmr,9z
10/08/24,IEM Cologne 2024,Astralis,Dust2,10 - 13,L,america_rmr,9z
09/08/24,IEM Cologne 2024 Play-in,MIBR,Nuke,13 - 2,W,america_rmr,9z
09/08/24,IEM Cologne 2024 Play-in,MIBR,Ancient,16 - 13,W,america_rmr,9z
07/08/24,IEM Cologne 2024 Play-in,3DMAX,Nuke,13 - 4,W,america_rmr,9z
07/08/24,IEM Cologne 2024 Play-in,3DMAX,Anubis,13 - 3,W,america_rmr,9z
27/07/24,CCT Season 2 Europe Series 6,Monte,Nuke,17 - 19,L,america_rmr,9z
27/07/24,CCT Season 2 Europe Series 6,Monte,Anubis,12 - 16,L,america_rmr,9z
25/07/24,CCT Season 2 Europe Series 6,RUBY,Anubis,13 - 11,W,america_rmr,9z
25/07/24,CCT Season 2 Europe Series 6,RUBY,Mirage,13 - 8,W,america_rmr,9z
25/07/24,CCT Season 2 Europe Series 6,RUBY,Dust2,10 - 13,L,america_rmr,9z
16/06/24,FiReLEAGUE 2024 Global Finals,fnatic,Inferno,13 - 4,W,america_rmr,9z
16/06/24,FiReLEAGUE 2024 Global Finals,fnatic,Dust2,13 - 10,W,america_rmr,9z
16/06/24,FiReLEAGUE 2024 Global Finals,KOI,Inferno,13 - 4,W,america_rmr,9z
16/06/24,FiReLEAGUE 2024 Global Finals,KOI,Mirage,13 - 4,W,america_rmr,9z
15/06/24,FiReLEAGUE 2024 Global Finals,paiN,Anubis,16 - 13,W,america_rmr,9z
15/06/24,FiReLEAGUE 2024 Global Finals,paiN,Dust2,13 - 3,W,america_rmr,9z
15/06/24,FiReLEAGUE 2024 Global Finals,BESTIA,Anubis,13 - 8,W,america_rmr,9z
15/06/24,FiReLEAGUE 2024 Global Finals,BESTIA,Ancient,13 - 5,W,america_rmr,9z
14/06/24,FiReLEAGUE 2024 Global Finals,Ninjas in Pyjamas,Ancient,10 - 13,L,america_rmr,9z
08/06/24,ESL Challenger League Season 47 South America,Imperial,Anubis,5 - 13,L,america_rmr,9z
08/06/24,ESL Challenger League Season 47 South America,Imperial,Dust2,4 - 13,L,america_rmr,9z
07/06/24,ESL Challenger League Season 47 South America,Sharks,Nuke,13 - 3,W,america_rmr,9z
07/06/24,ESL Challenger League Season 47 South America,Sharks,Mirage,13 - 8,W,america_rmr,9z
06/06/24,ESL Challenger League Season 47 South America,MIBR,Mirage,13 - 3,W,america_rmr,9z
06/06/24,ESL Challenger League Season 47 South America,MIBR,Ancient,8 - 13,L,america_rmr,9z
06/06/24,ESL Challenger League Season 47 South America,MIBR,Anubis,13 - 11,W,america_rmr,9z
05/06/24,ESL Challenger League Season 47 South America,RED Canids,Nuke,14 - 16,L,america_rmr,9z
05/06/24,ESL Challenger League Season 47 South America,RED Canids,Mirage,13 - 9,W,america_rmr,9z
05/06/24,ESL Challenger League Season 47 South America,RED Canids,Dust2,9 - 13,L,america_rmr,9z
04/06/24,ESL Challenger League Season 47 South America,Fluxo,Ancient,13 - 8,W,america_rmr,9z
04/06/24,ESL Challenger League Season 47 South America,Fluxo,Inferno,11 - 13,L,america_rmr,9z
04/06/24,ESL Challenger League Season 47 South America,Fluxo,Nuke,13 - 6,W,america_rmr,9z
01/06/24,IEM Dallas 2024,G2,Dust2,8 - 13,L,america_rmr,9z
01/06/24,IEM Dallas 2024,G2,Inferno,11 - 13,L,america_rmr,9z
29/05/24,IEM Dallas 2024,Vitality,Anubis,16 - 14,W,america_rmr,9z
29/05/24,IEM Dallas 2024,Vitality,Dust2,13 - 9,W,america_rmr,9z
28/05/24,IEM Dallas 2024,Liquid,Dust2,13 - 11,W,america_rmr,9z
28/05/24,IEM Dallas 2024,Liquid,Anubis,9 - 13,L,america_rmr,9z
28/05/24,IEM Dallas 2024,Liquid,Nuke,16 - 13,W,america_rmr,9z
27/05/24,IEM Dallas 2024,MOUZ,Nuke,13 - 9,W,america_rmr,9z
22/05/24,ESL Challenger League Season 47 South America,Imperial,Nuke,10 - 13,L,america_rmr,9z
22/05/24,ESL Challenger League Season 47 South America,Imperial,Mirage,10 - 13,L,america_rmr,9z
20/05/24,ESL Challenger League Season 47 South America,W7M,Overpass,13 - 9,W,america_rmr,9z
20/05/24,ESL Challenger League Season 47 South America,W7M,Ancient,13 - 3,W,america_rmr,9z
20/05/24,ESL Challenger League Season 47 South America,BESTIA,Mirage,4 - 13,L,america_rmr,9z
20/05/24,ESL Challenger League Season 47 South America,BESTIA,Ancient,13 - 6,W,america_rmr,9z
19/05/24,CBCS Season 4,RED Canids,Nuke,12 - 16,L,america_rmr,9z
19/05/24,CBCS Season 4,RED Canids,Anubis,10 - 13,L,america_rmr,9z
19/05/24,CBCS Season 4,RED Canids,Ancient,13 - 7,W,america_rmr,9z
19/05/24,CBCS Season 4,RED Canids,Mirage,11 - 13,L,america_rmr,9z
19/05/24,CBCS Season 4,RED Canids,Dust2,13 - 9,W,america_rmr,9z
18/05/24,CBCS Season 4,Fluxo,Dust2,13 - 7,W,america_rmr,9z
18/05/24,CBCS Season 4,Fluxo,Nuke,4 - 13,L,america_rmr,9z
18/05/24,CBCS Season 4,Fluxo,Mirage,13 - 6,W,america_rmr,9z
16/05/24,CBCS Season 4,ODDIK,Nuke,13 - 7,W,america_rmr,9z
16/05/24,CBCS Season 4,ODDIK,Dust2,13 - 8,W,america_rmr,9z
16/05/24,CBCS Season 4,ODDIK,Anubis,10 - 13,L,america_rmr,9z
16/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Imperial,Anubis,5 - 13,L,america_rmr,9z
16/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Imperial,Mirage,6 - 13,L,america_rmr,9z
16/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Imperial,Dust2,13 - 6,W,america_rmr,9z
16/05/24,ESL Challenger League Season 47 South America,RED Canids,Ancient,13 - 9,W,america_rmr,9z
15/05/24,ESL Challenger League Season 47 South America,RED Canids,Nuke,11 - 13,L,america_rmr,9z
15/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Sharks,Mirage,16 - 13,W,america_rmr,9z
15/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Sharks,Anubis,7 - 13,L,america_rmr,9z
15/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Sharks,Nuke,13 - 8,W,america_rmr,9z
14/05/24,ESL Challenger League Season 47 South America,2GAME,Ancient,13 - 5,W,america_rmr,9z
14/05/24,ESL Challenger League Season 47 South America,2GAME,Nuke,13 - 4,W,america_rmr,9z
14/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Galorys,Dust2,13 - 9,W,america_rmr,9z
14/05/24,Thunderpick World Championship 2024 SA Closed Qualifier 1,Galorys,Inferno,13 - 6,W,america_rmr,9z
13/05/24,CBCS Season 4,Galorys,Dust2,13 - 4,W,america_rmr,9z
13/05/24,CBCS Season 4,Galorys,Nuke,19 - 17,W,america_rmr,9z
13/05/24,CBCS Season 4,Galorys,Inferno,3 - 13,L,america_rmr,9z
12/05/24,CBCS Season 4,inSanitY,Nuke,13 - 8,W,america_rmr,9z
12/05/24,CBCS Season 4,inSanitY,Mirage,13 - 7,W,america_rmr,9z
12/05/24,RES Regional Series 4 LATAM,paiN,Nuke,11 - 13,L,america_rmr,9z
12/05/24,RES Regional Series 4 LATAM,paiN,Anubis,7 - 13,L,america_rmr,9z
12/05/24,RES Regional Series 4 LATAM,paiN,Dust2,13 - 10,W,america_rmr,9z
11/05/24,RES Regional Series 4 LATAM,KRÜ,Ancient,13 - 8,W,america_rmr,9z
11/05/24,RES Regional Series 4 LATAM,KRÜ,Anubis,13 - 8,W,america_rmr,9z
10/05/24,RES Regional Series 4 LATAM,inSanitY,Ancient,13 - 5,W,america_rmr,9z
10/05/24,RES Regional Series 4 LATAM,inSanitY,Nuke,7 - 13,L,america_rmr,9z
10/05/24,RES Regional Series 4 LATAM,inSanitY,Inferno,13 - 10,W,america_rmr,9z
08/05/24,RES Regional Series 4 LATAM,Sharks,Anubis,13 - 1,W,america_rmr,9z
08/05/24,RES Regional Series 4 LATAM,Sharks,Nuke,13 - 6,W,america_rmr,9z
06/05/24,RES Regional Series 4 LATAM,Vikings KR,Dust2,13 - 10,W,america_rmr,9z
06/05/24,RES Regional Series 4 LATAM,Vikings KR,Nuke,13 - 3,W,america_rmr,9z
01/05/24,ESL Challenger League Season 47 South America,Case,Overpass,13 - 3,W,america_rmr,9z
01/05/24,ESL Challenger League Season 47 South America,Case,Nuke,13 - 10,W,america_rmr,9z
20/04/24,Global Esports Tour Rio 2024,OG,Anubis,7 - 13,L,america_rmr,9z
20/04/24,Global Esports Tour Rio 2024,OG,Overpass,10 - 13,L,america_rmr,9z
19/04/24,Global Esports Tour Rio 2024,Imperial,Inferno,6 - 13,L,america_rmr,9z
18/04/24,Global Esports Tour Rio 2024,FURIA,Overpass,13 - 6,W,america_rmr,9z
08/04/24,IEM Chengdu 2024,HEROIC,Mirage,8 - 13,L,america_rmr,9z
08/04/24,IEM Chengdu 2024,HEROIC,Nuke,11 - 13,L,america_rmr,9z
08/04/24,IEM Chengdu 2024,G2,Nuke,10 - 13,L,america_rmr,9z
23/02/24,IEM Dallas 2024 South America Closed Qualifier,FURIA,Ancient,13 - 11,W,america_rmr,9z
23/02/24,IEM Dallas 2024 South America Closed Qualifier,FURIA,Mirage,13 - 8,W,america_rmr,9z
23/02/24,IEM Dallas 2024 South America Closed Qualifier,FURIA,Nuke,8 - 13,L,america_rmr,9z
23/02/24,IEM Dallas 2024 South America Closed Qualifier,BESTIA,Ancient,13 - 10,W,america_rmr,9z
23/02/24,IEM Dallas 2024 South America Closed Qualifier,BESTIA,Inferno,13 - 9,W,america_rmr,9z
22/02/24,IEM Dallas 2024 South America Closed Qualifier,FURIA,Mirage,6 - 13,L,america_rmr,9z
22/02/24,IEM Dallas 2024 South America Closed Qualifier,FURIA,Ancient,6 - 13,L,america_rmr,9z
22/02/24,IEM Dallas 2024 South America Closed Qualifier,BESTIA,Nuke,13 - 4,W,america_rmr,9z
22/02/24,IEM Dallas 2024 South America Closed Qualifier,BESTIA,Inferno,16 - 14,W,america_rmr,9z
20/02/24,IEM Dallas 2024 South America Open Qualifier 2,Solid,Ancient,13 - 6,W,america_rmr,9z
20/02/24,IEM Dallas 2024 South America Open Qualifier 2,Solid,Mirage,13 - 8,W,america_rmr,9z
20/02/24,IEM Dallas 2024 South America Open Qualifier 2,Case,Nuke,13 - 6,W,america_rmr,9z
20/02/24,IEM Dallas 2024 South America Open Qualifier 2,Salao do Corte,Ancient,13 - 6,W,america_rmr,9z
18/02/24,RES Regional Series 1 LATAM,LA RUGONETA,Overpass,15 - 19,L,america_rmr,9z
18/02/24,RES Regional Series 1 LATAM,LA RUGONETA,Nuke,13 - 10,W,america_rmr,9z
18/02/24,RES Regional Series 1 LATAM,LA RUGONETA,Ancient,4 - 13,L,america_rmr,9z
16/02/24,RES Regional Series 1 LATAM,Fluxo,Mirage,8 - 13,L,america_rmr,9z
16/02/24,RES Regional Series 1 LATAM,Fluxo,Nuke,4 - 13,L,america_rmr,9z
15/02/24,IEM Dallas 2024 South America Open Qualifier 1,Imperial,Nuke,12 - 16,L,america_rmr,9z
15/02/24,IEM Dallas 2024 South America Open Qualifier 1,Imperial,Mirage,6 - 13,L,america_rmr,9z
15/02/24,IEM Dallas 2024 South America Open Qualifier 1,Case,Ancient,13 - 1,W,america_rmr,9z
15/02/24,IEM Dallas 2024 South America Open Qualifier 1,PUBG aim,Ancient,13 - 6,W,america_rmr,9z
15/02/24,IEM Dallas 2024 South America Open Qualifier 1,2GAME,Nuke,13 - 0,W,america_rmr,9z
12/02/24,RES Regional Series 1 LATAM,LA RUGONETA,Nuke,13 - 11,W,america_rmr,9z
12/02/24,RES Regional Series 1 LATAM,LA RUGONETA,Ancient,13 - 10,W,america_rmr,9z
04/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,Imperial,Overpass,10 - 13,L,america_rmr,9z
04/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,Imperial,Mirage,9 - 13,L,america_rmr,9z
04/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,W7M,Ancient,13 - 11,W,america_rmr,9z
04/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,W7M,Overpass,12 - 16,L,america_rmr,9z
04/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,W7M,Anubis,13 - 9,W,america_rmr,9z
02/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,Imperial,Nuke,13 - 10,W,america_rmr,9z
02/02/24,Ace South American Masters Spring 2024 - BLAST Premier Qualifier,ODDIK,Ancient,16 - 13,W,america_rmr,9z
24/01/24,ESL Pro League Season 19 South America Open Qualifier,Imperial,Mirage,10 - 13,L,america_rmr,9z
24/01/24,ESL Pro League Season 19 South America Open Qualifier,Imperial,Nuke,2 - 13,L,america_rmr,9z
24/01/24,ESL Pro League Season 19 South America Open Qualifier,Imperial,Anubis,13 - 10,W,america_rmr,9z
23/01/24,ESL Pro League Season 19 South America Open Qualifier,Fluxo,Overpass,13 - 9,W,america_rmr,9z
23/01/24,ESL Pro League Season 19 South America Open Qualifier,Fluxo,Mirage,16 - 14,W,america_rmr,9z
23/01/24,ESL Pro League Season 19 South America Open Qualifier,Galorys,Ancient,13 - 5,W,america_rmr,9z
22/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,RED Canids,Mirage,16 - 19,L,america_rmr,9z
22/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,RED Canids,Nuke,16 - 19,L,america_rmr,9z
22/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,W7M,Overpass,13 - 7,W,america_rmr,9z
22/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,W7M,Ancient,13 - 11,W,america_rmr,9z
21/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,Sharks,Nuke,19 - 15,W,america_rmr,9z
21/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,Sharks,Anubis,16 - 12,W,america_rmr,9z
20/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,ODDIK,Inferno,7 - 13,L,america_rmr,9z
20/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,adalYamigos,Inferno,25 - 22,W,america_rmr,9z
19/01/24,PGL CS2 Major Copenhagen 2024 SA RMR Closed Qualifier,Legacy,Overpass,11 - 13,L,america_rmr,9z
18/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Ancient,1 - 13,L,america_rmr,9z
18/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Mirage,13 - 11,W,america_rmr,9z
18/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Nuke,13 - 3,W,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Inferno,13 - 6,W,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Ancient,10 - 13,L,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,MIBR,Nuke,13 - 9,W,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,RED Canids,Ancient,13 - 8,W,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,RED Canids,Nuke,13 - 6,W,america_rmr,9z
17/01/24,IEM Chengdu 2024 South America Closed Qualifier,RED Canids,Anubis,11 - 13,L,america_rmr,9z
25/11/23,CBCS Invitational 2023,Case,Mirage,4 - 13,L,america_rmr,9z
25/11/23,CBCS Invitational 2023,Case,Nuke,16 - 14,W,america_rmr,9z
25/11/23,CBCS Invitational 2023,Case,Ancient,4 - 13,L,america_rmr,9z
25/11/23,CBCS Invitational 2023,BESTIA,Ancient,10 - 13,L,america_rmr,9z
25/11/23,CBCS Invitational 2023,BESTIA,Inferno,13 - 9,W,america_rmr,9z
25/11/23,CBCS Invitational 2023,BESTIA,Mirage,9 - 13,L,america_rmr,9z
23/11/23,CBCS Invitational 2023,RED Canids,Mirage,13 - 4,W,america_rmr,9z
23/11/23,CBCS Invitational 2023,RED Canids,Overpass,13 - 11,W,america_rmr,9z
23/11/23,CBCS Invitational 2023,RED Canids,Ancient,9 - 13,L,america_rmr,9z
14/11/24,Perfect World Shanghai Major 2024 Americas RMR,M80,Vertigo,13 - 9,W,america_rmr,Complexity
14/11/24,Perfect World Shanghai Major 2024 Americas RMR,M80,Anubis,13 - 8,W,america_rmr,Complexity
13/11/24,Perfect World Shanghai Major 2024 Americas RMR,MIBR,Vertigo,11 - 13,L,america_rmr,Complexity
13/11/24,Perfect World Shanghai Major 2024 Americas RMR,MIBR,Nuke,9 - 13,L,america_rmr,Complexity
12/11/24,Perfect World Shanghai Major 2024 Americas RMR,BOSS,Anubis,16 - 12,W,america_rmr,Complexity
12/11/24,Perfect World Shanghai Major 2024 Americas RMR,BESTIA,Anubis,13 - 7,W,america_rmr,Complexity
08/10/24,IEM Rio 2024,MOUZ,Inferno,12 - 16,L,america_rmr,Complexity
08/10/24,IEM Rio 2024,MOUZ,Vertigo,12 - 16,L,america_rmr,Complexity
07/10/24,IEM Rio 2024,Imperial,Anubis,13 - 5,W,america_rmr,Complexity
07/10/24,IEM Rio 2024,Imperial,Vertigo,11 - 13,L,america_rmr,Complexity
07/10/24,IEM Rio 2024,Imperial,Dust2,16 - 12,W,america_rmr,Complexity
07/10/24,IEM Rio 2024,Liquid,Inferno,6 - 13,L,america_rmr,Complexity
18/09/24,ESL Pro League Season 20,Liquid,Anubis,7 - 13,L,america_rmr,Complexity
18/09/24,ESL Pro League Season 20,Liquid,Nuke,2 - 13,L,america_rmr,Complexity
17/09/24,ESL Pro League Season 20,FaZe,Dust2,13 - 9,W,america_rmr,Complexity
17/09/24,ESL Pro League Season 20,FaZe,Anubis,13 - 10,W,america_rmr,Complexity
15/09/24,ESL Pro League Season 20,MOUZ,Ancient,13 - 10,W,america_rmr,Complexity
15/09/24,ESL Pro League Season 20,MOUZ,Vertigo,13 - 8,W,america_rmr,Complexity
14/09/24,ESL Pro League Season 20,Astralis,Nuke,16 - 14,W,america_rmr,Complexity
14/09/24,ESL Pro League Season 20,Astralis,Inferno,6 - 13,L,america_rmr,Complexity
